Codigo,Estacion,Municipio,Departamento,Latitud,Longitud,Elevacion,Entidad,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,Promedio_Anual,Anos_Info,Fecha_Inicio,Fecha_Final,Annual_Average
29065130,La Gran Via,Aracataca,Magdalena,10.85,-74.13,30,IDEAM (aut.),5220.7,5421.0,5299.8,5339.3,5362.3,5122.4,5148.0,4994.4,4885.5,4607.7,4575.2,4919.1,"5074,6",9,Okt 08,Feb 17,5074.616666666666
29065120,Batalln No. 6,Fundacin ,Magdalena,10.47,-73.93,1280,IDEAM (aut.),4423.5,4998.5,4598.5,3711.2,3282.1,3723.0,3834.7,3671.4,3919.6,3668.1,3604.1,3954.7,"3949,1",6,Sep 13,Jan 22,3949.1166666666663
15015120,Universidad Tecnolgica de Magdalena,Santa Marta,Magdalena,11.22,-74.19,7,IDEAM (aut.),5927.7,6273.6,6081.5,6079.3,5872.3,5736.6,5689.1,5368.1,5492.3,4885.7,4803.0,5438.5,"5637,3",8,Sep 07,Feb 17,5637.308333333333
29065030,Prado Sevilla,Zona Bananera,Magdalena,10.76,-74.15,18,IDEAM (conv.),5373.1,5563.2,5698.7,5694.0,5349.7,5395.3,5554.9,5434.7,5109.5,5166.9,5025.1,5408.8,"5397,8",6,Jan 90,Sep 99,5397.825
32075040,La Holanda,Granada,Meta,3.52,-73.72,360,IDEAM (conv.),4850.5,4433.9,4020.9,3812.4,3901.2,3905.6,3895.6,3945.5,4458.8,4332.0,4512.3,4360.3,"4202,4",3,Feb 00,Nov 02,4202.416666666667
35185010,La Palomera,Puerto Lopez,Meta,4.26,-72.56,188,IDEAM (aut.),5018.9,5136.2,4506.1,4238.3,4073.9,3898.4,3885.8,4345.3,4649.5,4664.1,4705.9,4970.6,"4507,8",11,Sep 05,Okt 22,4507.75
35035110,Salinas de Upin,Restrepo,Meta,4.27,-73.59,690,IDEAM (aut.),3026.6,2900.4,2663.7,2701.7,2549.1,2418.6,2423.8,2950.8,3611.5,3248.5,2836.0,2948.1,"2856,6",14,Jul 08,Okt 22,2856.566666666667
35035020,Aeropuerto Vanguardia,Villavicencio,Meta,4.16,-73.62,422,IDEAM (conv.),4784.9,4512.4,4337.1,4565.8,4699.2,4639.5,4542.9,4993.2,5317.8,5286.1,4736.4,4580.0,"4749,6",10,Jan 90,Mai 01,4749.608333333334
35035100,ICA Villavicencio,Villavicencio,Meta,4.14,-73.63,444,IDEAM (aut.),5207.6,4741.6,4376.0,4406.7,4422.2,4242.7,4358.2,4585.3,5264.8,5102.0,4839.2,4905.6,"4704,3",10,Mrz 07,Sep 16,4704.325
35025110,La Libertad,Villavicencio,Meta,4.06,-73.47,336,IDEAM (aut.),5148.4,5309.3,4874.4,4789.8,4971.3,4474.4,4490.5,4913.2,5408.8,4986.7,4771.8,5008.3,"4928,9",6,Mai 11,Jun 18,4928.908333333334
52055230,Aeropuerto San Luis,Aldana,Nario,0.86,-77.68,2961,IDEAM (conv.),4236.0,3950.9,3902.6,3980.9,4161.5,4337.7,4301.9,4058.9,4203.6,4230.1,3997.0,4003.5,"4113,7",5,Jan 85,Jul 03,4113.716666666666
52055170,La Josefina,Contadero,Nario,0.93,-77.49,2450,IDEAM (aut.),4136.7,4331.1,4121.4,4402.2,4386.4,4511.6,4522.8,4142.9,4444.8,4541.3,4354.2,4122.8,"4334,8",5,Nov 16,Okt 22,4334.849999999999
52055210,Botana,Pasto,Nario,1.16,-77.28,2820,IDEAM (aut.),3875.5,3552.0,3478.2,3687.9,3678.1,3711.0,3894.4,4000.0,4133.5,3843.3,3773.7,3483.2,"3759,2",11,Mai 05,Okt 16,3759.2333333333336
52045010,Obonuco,Pasto,Nario,1.2,-77.3,2710,IDEAM (conv.),3710.6,3417.9,3563.8,3574.7,3497.4,3302.1,3576.1,3555.9,3530.9,3544.8,3475.5,3473.3,"3518,6",5,Sep 89,Dez 93,3518.583333333334
52045080,Uninario,Pasto,Nario,1.23,-77.28,2626,IDEAM (aut.),4437.7,4393.2,4194.1,4383.3,4242.2,4332.1,4221.8,4295.4,4413.3,4532.4,4537.9,4429.4,"4367,7",5,Nov 16,Okt 22,4367.733333333334
52055150,Cerro Paramo-Puerres,Puerres,Nario,0.84,-77.39,3585,IDEAM (aut.),2620.7,2537.1,2389.8,2564.4,2498.9,1871.4,1850.9,1849.4,2198.5,2945.6,3078.2,2814.1,"2434,9",10,Dez 05,Okt 16,2434.9166666666665
52035040,Viento Libre ,Taminango,Nario,1.62,-77.34,1400,IDEAM (aut.),4979.0,4514.9,4638.7,4697.4,4598.5,4811.9,4867.6,5099.3,5150.0,4862.3,4837.0,4743.0,"4816,6",9,Nov 05,Okt 16,4816.633333333334
52055220,El Paraso,Tuquerres,Nario,1.07,-77.64,3120,IDEAM (aut.),3744.2,3634.7,3294.2,3698.5,3732.4,3747.1,3849.9,3966.7,3971.5,3782.4,3620.3,3738.5,"3731,7",5,Jan 06,Okt 16,3731.7000000000003
16055040,Abrego,Abrego,Norte de Santander,8.09,-73.22,1430,IDEAM (conv.),4910.9,4804.9,4839.1,4582.7,4515.6,4841.7,4885.8,4719.4,4723.3,4720.8,4510.5,4709.2,"4730,3",7,Feb 89,Mai 02,4730.325
16015501,Apto Camilo Daza,Ccuta,Norte de Santander,7.93,-72.51,313,IDEAM (aut.),4447.4,4578.4,4384.1,4823.4,5219.9,4992.4,5225.8,5732.0,5484.9,5001.8,4622.2,4437.9,"4912,5",8,Okt 15,Okt 22,4912.516666666667
16025040,Cinera Villa Olga,Ccuta,Norte de Santander,8.17,-72.47,100,IDEAM (conv.),4185.4,4707.5,5086.7,4877.9,5321.1,5728.1,5741.8,6006.7,6141.4,5447.9,5005.4,4604.4,"5237,8",4,Jan 87,Aug 05,5237.858333333334
16015110,Universidad Francisco de Paula Santander,Cucuta,Norte de Santander,7.9,-72.49,311,IDEAM (aut.),5023.0,5141.4,4711.4,4972.7,5453.3,5323.6,5431.4,5719.8,6155.4,5574.2,5229.7,4877.7,"5301,1",10,Jan 06,Dez 15,5301.133333333333
16015130,Alcalda de Herrn,Herrn,Norte de Santander,7.51,-72.49,2040,IDEAM (aut.),4111.5,4187.0,3712.1,3307.7,3535.5,3805.3,3969.3,4091.7,4155.3,3722.5,3465.5,3659.6,"3810,3",6,Nov 06,Apr 17,3810.25
16055120,Aguas de la Virgen,Ocaa,Norte de Santander,8.23,-73.4,1700,IDEAM (aut.),4163.5,4242.7,3774.4,3467.7,3959.0,4063.8,4347.1,4370.3,4431.5,3801.3,3382.6,3986.5,"3999,2",5,Jun 17,Okt 22,3999.2000000000003
16015120,Unipamplona,Pamplona,Norte de Santander,7.36,-72.67,2362,IDEAM (aut.),4399.4,4260.1,3730.6,3536.7,3655.3,3641.8,3865.0,4253.5,4347.8,4082.9,3873.1,4386.1,"4002,7",10,Okt 09,Okt 22,4002.691666666666
16025030,Salazar,Salazar,Norte de santander,7.77,-72.83,860,IDEAM (conv.),4667.5,4557.0,4292.4,4549.9,5061.5,5032.8,5341.1,5515.6,5470.7,5036.9,4801.9,4497.3,"4902,1",7,Jan 91,Jul 01,4902.05
44015060,Acueducto Mocoa,Mocoa,Putumayo,1.16,-76.65,650,IDEAM (aut.),3501.1,2970.3,2938.8,3127.5,2872.0,2617.7,2715.3,3280.3,3758.4,3905.6,3721.4,3463.9,"3239,4",6,Jan 11,Okt 16,3239.3583333333336
44015070,El Pepino,Mocoa,Putumayo,1.08,-76.67,760,IDEAM (aut.),3622.2,3476.3,3157.7,3535.5,3321.2,2862.8,3124.3,3181.6,3744.4,3974.3,3894.8,3803.9,"3474,9",8,Aug 05,Okt 16,3474.9166666666674
26125290,Armenia,Armenia,Quindo,4.53,-75.69,1485,IDEAM (aut.),4144.2,4133.6,4057.0,3909.2,3724.8,3889.2,4358.1,4399.0,4522.1,4003.4,3999.8,3804.9,"4078,8",10,Feb 06,Okt 16,4078.775
26125061,Apto. El Edn,Armenia,Quindo,4.45,-75.77,1229,IDEAM (aut.),5326.9,5109.6,4967.6,4757.1,4565.4,4544.3,4944.0,5391.0,5166.4,4979.0,4200.9,4318.9,"4855,9",5,Jul 16,Okt 22,4855.925
26125300,Calarc,Calarc,Quindo,4.53,-75.6,2255,IDEAM (aut.),3094.0,2856.6,2604.7,2491.0,2500.5,2669.0,2987.5,3203.3,3324.3,2666.0,2423.8,2654.0,"2789,6",10,Mai 05,Okt 16,2789.558333333333
26145090,Santa Emilia,Belen de Umbria,Risaralda,5.21,-75.9,1748,IDEAM (aut.),3764.2,4148.9,4020.6,3522.4,3735.2,4271.8,4582.1,4533.6,4382.6,3703.8,3317.8,3473.9,"3954,7",10,Okt 05,Okt 16,3954.741666666667
26135290,Marsella,Marsella,Risaralda,4.93,-75.74,1659,IDEAM (aut.),4320.6,4261.8,4321.3,4033.1,4012.6,4019.2,4375.4,4402.0,4425.4,4075.7,3950.6,3902.4,"4175,0",10,Mai 05,Okt 16,4175.008333333333
26125710,Apto. matecaa ,Pereira,Risaralda,4.81,-75.74,1342,IDEAM (aut.),4697.0,4882.9,4928.4,4389.2,4263.2,4229.4,4465.0,4795.3,4792.6,4471.9,4268.3,4414.8,"4549,8",7,Dez 14,Sep 22,4549.833333333334
26135300,Parque Nacional Natural Quimbaya,Pereira,Risaralda,4.76,-75.74,1881,IDEAM (aut.),4018.4,3874.0,3582.8,3574.2,3521.1,3623.7,4017.6,3881.1,3983.2,3496.2,3164.7,3462.8,"3683,3",8,Mai 05,Okt 16,3683.316666666666
17015010,Aeropuerto Sesquicentenario,San Andrs,San Andrs y Providencia,12.54,-81.73,1,IDEAM (aut.),4716.4,6145.0,6630.6,5910.1,5432.0,5005.1,5444.9,5268.3,5193.1,4591.7,4364.2,4416.1,"5259,8",4,Jul 14,Sep 18,5259.791666666666
17035010,Serranilla,Serranilla,San Andrs y Providencia,15.8,-79.85,3,SUTRON,4424.4,4817.4,5445.3,5881.2,5847.5,5835.4,5696.5,5398.9,4466.7,4191.7,4245.0,3671.0,"4993,4",4,Jan 99,Apr 03,4993.416666666666
24055080,Vizcana-La Lizama,Barrancabermeja,Santander,6.98,-73.7,114,IDEAM (aut.),4605.1,4744.5,4479.7,4360.5,4428.3,4532.8,4776.1,4949.2,4918.1,4664.4,4268.7,4237.0,"4580,4",6,Sep 10,Jun 17,4580.366666666666
23195230,Neomundo,Bucaramanga,Santander,7.1,-73.11,970,IDEAM (aut.),4443.3,4796.2,4659.9,4734.2,4472.2,4258.6,4251.2,4414.5,4622.3,4386.5,4044.0,4335.5,"4451,5",7,Dez 14,Apr 21,4451.533333333334
23195502,Aeropuerto Palonegro,Lebrija,Santander,7.12,-73.18,1189,IDEAM (aut.),5083.8,5329.9,4812.9,4543.1,4517.1,4580.2,4666.7,4421.2,5016.2,4846.0,4593.7,4875.9,"4773,9",7,Sep 15,Okt 22,4773.891666666666
24025090,Mogotes,Mogotes,Santander,6.47,-72.97,1673,IDEAM (aut.),4374.9,4583.3,4053.1,4033.9,3924.6,4002.3,4014.1,4173.2,4194.8,4094.5,3956.4,4063.6,"4122,4",8,Apr 05,Aug 16,4122.391666666666
24025020,El Cucharo,Pinchote,Santander,6.53,-73.2,975,IDEAM (conv.),4862.1,4889.1,4969.9,4813.3,4788.5,4727.6,4789.8,5118.6,5100.5,5116.8,4982.2,4988.8,"4928,9",10,Nov 91,Mai 02,4928.933333333333
24055070,San Vicente de Chucur,San Vicente de Chucur,Santander,6.82,-73.47,1073,IDEAM (aut.),3366.0,3625.4,3017.1,3016.5,3119.8,3418.7,3589.5,3629.2,3652.2,3170.3,2872.8,2813.4,"3274,2",6,Mai 05,Mai 17,3274.2416666666672
25025280,El Tesoro - IDEAM,Morroa,Sucre,9.36,-75.29,168,IDEAM (aut.),5081.4,5488.5,5479.0,4803.9,4386.5,5115.5,4857.1,4979.0,4181.9,4015.0,4231.1,4368.7,"4749,0",2,Sep 14,Feb 17,4748.966666666666
25025340,San Marcos,San Marcos,Sucre,8.6,-75.14,31,IDEAM (aut.),5049.7,5162.3,5098.3,4922.2,4656.4,4957.7,5158.8,5212.1,4898.0,4622.9,4335.8,4484.3,"4879,9",7,Okt 05,Nov 16,4879.875000000001
25025350,Puerta  Roja,Sincelejo,Sucre,9.32,-75.39,160,IDEAM (aut.),5003.3,5240.1,4795.0,4429.4,3995.7,4613.1,4602.4,4517.8,4397.9,3977.8,3750.9,4256.4,"4465,0",5,Mai 05,Feb 17,4464.9833333333345
21255160,Hacienda Pajonales,Ambalema,Tolima,4.76,-74.83,277,IDEAM (aut.),4863.2,4839.1,4511.4,4915.3,4904.1,4896.8,5211.8,5156.1,5220.4,4812.6,4885.4,5046.4,"4938,5",10,Apr 05,Okt 16,4938.55
21215190,Cajamarca,Cajamarca,Tolima,4.44,-75.5,2530,IDEAM (aut.),3731.2,4077.4,4115.6,4035.4,4211.1,3990.4,4254.4,3916.2,3932.8,3918.8,3626.9,3637.7,"3954,0",9,Dez 06,Jan 16,3953.991666666667
21185090,Nataima,Espinal,Tolima,4.19,-74.96,393,IDEAM (aut.),4399.5,5146.3,4851.7,5100.8,4891.9,5105.9,5229.0,5336.2,5644.3,5259.5,4701.1,4377.9,"5003,7",7,Mrz 07,Sep 16,5003.675
21185030,Guamo,Guamo,Tolima,4.01,-74.98,360,IDEAM (conv.),5016.8,4783.9,4511.0,4979.6,5077.9,4824.6,5035.4,5442.9,5519.9,5395.2,5006.9,4828.2,"5035,2",3,Apr 93,Dez 00,5035.191666666667
21245040,Aeropuerto Perales,Ibagu,Tolima,4.42,-75.14,943,IDEAM (conv.),4615.6,4583.3,4621.2,4659.7,4627.9,4717.9,4896.1,5037.4,4846.8,4679.7,4404.6,4332.7,"4668,6",7,Nov 89,Dez 99,4668.575
21215180,Batalln Rooke,Ibagu,Tolima,4.42,-75.25,1323,IDEAM (aut.),4507.3,4546.3,4579.3,4532.7,4555.7,4985.3,5160.1,4981.4,5087.8,4621.3,4208.1,4269.5,"4669,6",8,Dez 06,Sep 16,4669.5666666666675
21215160,Cerros Noroccidentales,Ibagu,Tolima,4.47,-75.24,1946,IDEAM (aut.),3515.5,3242.6,3007.1,3320.4,3102.1,3584.5,4085.8,4330.9,4622.8,3405.3,2535.5,2812.9,"3463,8",10,Nov 05,Mai 17,3463.783333333334
21255170,Murillo,Murillo,Tolima,4.87,-75.17,3023,IDEAM (aut.),3692.8,3880.7,3944.4,4051.6,4640.1,5260.4,5402.0,5188.0,4914.5,3846.2,3455.5,3603.4,"4323,3",10,Nov 05,Sep 16,4323.3
26115090,Las Brisas,Ansermanuevo,Valle del Cauca,4.78,-76.14,1971,IDEAM (aut.),4335.8,4280.4,4324.8,4401.5,4368.9,4975.0,5294.2,5174.4,5234.5,4616.6,4112.2,4353.9,"4622,7",4,Jun 05,Jun 16,4622.683333333333
26085170,Base aerea Marco Fidel Suarez,Cali,Valle del Cauca,3.45,-76.5,975,IDEAM (aut.),4513.5,4823.4,4704.5,4839.7,4477.3,4627.4,5197.6,5595.0,5275.2,4512.0,4224.0,4477.2,"4772,2",3,Dez 16,Mai 20,4772.233333333333
26085160,Siloe,Cali,Valle del Cauca,3.43,-76.56,1238,IDEAM (aut.),4122.4,4481.3,4533.9,4370.4,4131.4,4260.9,4738.0,4738.9,4961.7,4320.6,3751.5,4063.9,"4372,9",5,Jul 07,Okt 16,4372.908333333334
26055120,Univalle,Cali,Valle del Cauca,3.38,-76.53,996,IDEAM (aut.),4568.3,4564.2,4525.8,4436.1,4312.8,4488.1,4762.5,4829.5,4794.4,4473.5,4133.4,4234.4,"4510,2",9,Nov 06,Okt 16,4510.250000000001
26105250,Zaragoza,Cartago,Valle del Cauca,4.69,-75.93,943,IDEAM (aut.),5038.0,5050.5,5450.6,5271.9,5116.4,5197.0,5457.2,5382.2,5701.1,5059.5,4938.4,4817.3,"5206,7",4,Jun 05,Jul 16,5206.675
26075120,La Diana,Florida,Valle del Cauca,3.31,-76.19,1615,IDEAM (aut.),3783.8,3961.6,3668.8,3563.4,3382.2,3476.3,3600.3,3758.4,3813.4,3543.3,3301.7,3447.5,"3608,4",6,Nov 16,Okt 22,3608.3916666666664
26095320,El Vinculo,Guadalajara de Buga,Valle del Cauca,3.83,-76.3,981,IDEAM (aut.),4300.9,3992.0,4448.7,4498.5,4138.6,4219.7,4341.0,4379.7,4588.7,4222.4,4196.3,4297.6,"4302,0",6,Jun 05,Okt 16,4302.008333333333
26055110,La independencia,Jamund,Valle del Cauca,3.19,-76.57,997,IDEAM (aut.),5062.9,5373.4,5121.5,4971.5,4719.5,4669.1,5015.3,5318.3,5537.0,5218.4,4890.6,4868.5,"5063,8",6,Nov 16,Okt 22,5063.833333333334
26075150,Apto. A. Bonilla Aragn,Palmira,Valle del Cauca,3.53,-76.38,961,IDEAM (aut.),5019.7,5210.0,5076.0,4599.0,4751.1,4707.2,5032.5,4729.0,5280.3,4942.6,4736.4,4852.8,"4911,4",8,Sep 14,Okt 22,4911.383333333334
26075050,Ing. Manuelita,Palmira,Valle del Cauca,3.57,-76.28,1020,IDEAM (conv.),4658.4,4628.7,4675.2,4529.6,4370.9,4241.6,4553.6,4701.2,4606.9,4552.2,4367.8,4407.4,"4524,5",19,Jul 74,Jun 05,4524.458333333333
34015010,Las Gaviotas,Cumaribo,Vichada,4.55,-70.93,171,IDEAM (conv.),5160.0,5015.6,4708.3,4254.0,4016.3,3849.8,4007.2,4238.9,4563.5,4502.4,4398.9,4839.8,"4462,9",12,Jan 89,Apr 01,4462.891666666667
